,xPixel,yPixel,R,upLine,leftLine,depth,dip_x,dip_azimuth_x,ang_nxt,ang_prev,dist_nxt,dist_prev,cosHit_nxt,cosHit_prev,an_diff,ap_diff,hitNext,hitPrev,dip_y,dip_azimuth_y,err
125,78.5,2903.5,7.3,28,3,1627.5,6.722222222222222,104.90776436622733,239.74356,83.80359,41.677334,176.02841,1.0598637,3.1727111,134.83579642478833,21.104175499039826,False,False,6.8,101.0,0.021709802034596257
126,42.5,2924.5,7.4,28,1,1629.5,2.9444444444444446,88.35330446288272,177.13759,59.74356,20.024984,41.677334,0.9853357,1.0598637,88.78428403809386,28.60974367186708,False,False,3.0,93.0,0.025814975206207198
127,43.5,2944.5,7.4,29,1,1631.5,3.0555555555555554,96.38542305041751,132.51045,357.13757,32.55764,20.024984,0.9754047,0.9853357,36.12502922009031,99.24784980823,False,False,3.1,96.0,0.002141239168986115
128,67.5,2966.5,7.4,29,2,1633.5,5.55,163.31974461320746,102.094765,312.51044,85.90693,32.55764,1.7121477,0.9754047,61.224979903734805,149.19069239851126,False,False,5.6,164.0,0.0037791965932918795
129,151.5,2984.5,7.4,29,7,1635.5,15.1875,337.34898067646134,256.86597,282.09476,92.417534,85.90693,1.8207744,1.7121477,80.48301387958634,55.25422359638321,False,False,15.1,342.0,0.02583899624188146
130,61.5,3005.5,7.4,29,2,1637.5,4.95,326.639489226415,201.8014,76.86597,21.540659,92.417534,0.96937454,1.8207744,124.83808236606342,110.22647757046002,False,False,4.9,331.0,0.02422505985325011
131,53.5,3025.5,7.4,29,2,1639.5,4.15,329.31686208892654,96.17018,21.801392,186.07794,21.540659,3.4622958,0.96937454,126.85331918548752,52.48452951263596,False,False,4.1,333.0,0.020461877283741436
132,238.5,3045.5,8.4,30,13,1641.5,26.642857142857142,61.38833623802536,130.81508,276.17017,29.068884,186.07794,0.95758283,3.4622958,69.42674249732619,145.21817022240037,False,False,26.8,59.0,0.013268534655696523
133,260.5,3064.5,7.3,30,14,1643.5,29.785714285714285,51.108910845085106,263.40546,310.81506,174.15224,29.068884,3.2605686,0.95758283,147.70345430211637,100.29384736852262,False,False,29.9,50.0,0.006160615806028444
134,87.5,3084.5,7.4,30,3,1645.5,7.722222222222222,240.9635576260438,153.43495,83.40546,24.596748,174.15224,0.9535391,3.2605686,87.52860584381725,157.55810108307506,False,False,7.7,245.0,0.022424679855312175
135,98.5,3106.5,6.2,30,4,1647.5,8.944444444444445,252.44180320860312,155.77226,333.43494,21.931713,24.596748,0.9545216,0.9535391,96.66954063536093,80.99313331483438,False,False,9.1,249.0,0.019121128936683995
136,107.5,3126.5,7.4,30,4,1649.5,9.944444444444445,230.25406617599742,93.236496,335.77228,336.53677,21.931713,6.1780686,0.9545216,137.01757020431774,105.51821165603383,False,False,10.0,230.0,0.0014114787555412375
137,443.5,3145.5,6.2,31,29,1651.5,59.90909090909091,0.0,90.0,273.2365,379.0,336.53677,7.2638397,6.1780686,90.0,86.76348876953125,False,False,5.2,217.0,0.7944444444444444
138,64.5,3145.5,7.4,31,2,1651.5,5.25,224.89932045097422,220.1009,270.0,24.839485,379.0,0.9530366,7.2638397,4.798414078903903,45.100679549025784,True,False,5.2,217.0,0.04388511361652342
139,48.5,3164.5,7.4,31,1,1653.5,3.611111111111111,259.705167663625,164.05461,40.10089,21.84033,24.839485,0.96693563,0.9530366,95.6505564575703,140.39572344965626,False,False,3.6,259.0,0.003917598131249949
140,54.5,3185.5,7.4,31,2,1655.5,4.25,265.05991338864817,185.7106,344.05463,20.09975,21.84033,0.984394,0.96693563,79.34931158200754,78.99471307619558,False,False,4.3,266.0,0.005222703396399058
141,52.5,3205.5,7.4,31,2,1657.5,4.05,246.31830335106702,107.81889,5.710602,58.821766,20.09975,1.2844312,0.984394,138.49940991844983,119.39229845557361,False,False,4.2,249.0,0.014898314716294356
142,108.5,3223.5,7.4,31,5,1659.5,10.058823529411764,152.61025316316108,219.28941,287.8189,28.42534,58.821766,0.95542705,1.2844312,66.67916028898736,135.20865552824517,False,False,10.2,151.0,0.008945850906450422
143,90.5,3245.5,7.4,32,4,1661.5,8.055555555555555,149.93288030064946,238.17256,39.28943,34.132095,28.42534,0.98654747,0.95542705,88.23968134485835,110.64345158971196,False,False,8.2,148.0,0.01073822389249699
144,61.5,3263.5,6.2,32,2,1663.5,4.95,42.546371327292626,166.6075,58.172546,21.587032,34.132095,0.9565018,0.98654747,124.06112684165271,15.626175059426117,False,True,4.9,146.0,0.574742381515041
145,66.5,3284.5,7.4,32,2,1665.5,5.45,222.22194758846263,185.19443,346.60748,22.090721,21.587032,0.9650622,0.9565018,37.02752009822825,124.38553532169362,False,False,5.5,230.0,0.04321140228631874
146,64.5,3306.5,7.4,32,2,1667.5,5.25,195.44821896334662,212.27563,5.1944275,22.472204,22.090721,0.9624841,0.9650622,16.82741580227838,169.74620852688776,True,False,5.2,193.0,0.013601216463036773
147,52.5,3325.5,7.4,32,2,1669.5,4.05,149.93288030064946,213.02388,32.275635,23.853722,22.472204,0.955701,0.9624841,63.090999704233354,117.65724553502446,False,False,4.0,147.0,0.016293779448052544
148,39.5,3345.5,7.4,33,1,1671.5,2.611111111111111,123.15915167553348,160.70995,33.023865,21.189621,23.853722,0.972516,0.955701,37.55079400317746,90.13528692943973,False,False,2.6,121.0,0.011995287086297109
149,46.5,3365.5,7.4,33,1,1673.5,3.388888888888889,77.64381301283632,177.2737,340.70996,21.023796,21.189621,0.97411084,0.972516,99.62988388657777,96.93385207533629,False,False,3.2,76.0,0.009132294515757325
150,47.5,3386.5,7.4,33,1,1675.5,3.5,149.93288030064946,219.28941,357.27368,28.42534,21.023796,0.95542705,0.97411084,69.35653315149898,152.65919866002446,False,False,3.3,144.0,0.03296044611471921
151,29.5,3408.5,7.4,33,0,1677.5,1.5909090909090908,50.87008438772034,190.30484,39.28943,22.36068,28.42534,0.9632042,0.95542705,139.43475570017029,11.58065567678284,False,True,1.5,58.0,0.03961064229044256
152,25.5,3430.5,7.4,33,0,1680.0,1.2272727272727273,53.547457250231936,116.56504,10.30484,40.24922,22.36068,1.0428987,0.9632042,63.01758333814698,43.242617162341304,False,False,1.3,59.0,0.03029190416537817
153,61.5,3448.5,6.2,34,2,1681.5,4.95,218.40470614676917,194.03624,296.56503,20.615528,40.24922,0.96362275,1.0428987,24.368466522745734,78.1603268122152,True,False,4.8,209.0,0.05224836748205096
154,56.5,3468.5,7.4,34,2,1683.5,4.45,222.22194758846263,193.3925,14.036255,21.587032,20.615528,0.9689827,0.96362275,28.82944575740794,151.81430729434987,False,False,4.5,222.0,0.0012330421581257017
155,51.5,3489.5,7.4,34,1,1685.5,3.9444444444444446,214.18982900092783,180.0,13.392517,23.0,21.587032,0.95943904,0.9689827,34.18982900092783,159.20268808891592,False,False,3.9,214.0,0.0010546055607101657
156,51.5,3512.5,7.4,34,1,1687.5,3.9444444444444446,211.51245613841624,143.61565,0.0,23.600847,23.0,0.9566626,0.95943904,67.89680977611155,148.48754386158373,False,False,3.8,205.0,0.03618031188009022
157,65.5,3531.5,7.4,34,2,1689.5,5.35,224.89932045097422,132.27368,323.61566,29.732138,23.600847,0.96007895,0.9566626,92.62563881034922,98.71634117011956,False,False,5.2,221.0,0.0216628913943012
158,87.5,3551.5,7.4,35,3,1691.5,7.722222222222222,208.83508327590462,248.80595,312.27368,52.554733,29.732138,1.1952354,0.96007895,39.970870703587565,103.4385983647204,False,False,7.7,206.0,0.01575046264391457
159,38.5,3570.5,7.4,35,1,1693.5,2.5,246.31830335106702,111.03751,68.80597,55.713554,52.554733,1.2394857,1.1952354,135.28078961815686,177.51233411278577,False,False,2.6,249.0,0.014898314716294356
160,90.5,3590.5,7.4,35,4,1695.5,8.055555555555555,235.60881190102063,177.2737,291.0375,21.023796,55.713554,0.97411084,1.2394857,58.33511500160657,55.428694202494995,False,False,8.2,238.0,0.013284378327663167
161,91.5,3611.5,7.4,35,4,1697.5,8.166666666666666,227.57669331348583,225.00002,357.27368,31.112698,21.023796,0.966745,0.97411084,2.576678054696771,129.69698832713914,True,False,8.3,230.0,0.013462814925078703
162,69.5,3633.5,7.4,35,2,1700.0,5.75,176.70660892576544,220.1009,45.0,24.839485,31.112698,0.9530366,0.966745,43.394297446304876,131.70660892576544,False,False,5.8,177.0,0.0016299504124142395
163,53.5,3652.5,7.4,36,2,1701.5,4.15,174.02923606325385,238.29858,40.10089,39.962482,24.839485,1.039879,0.9530366,64.26934792112115,133.9283449499726,False,False,4.2,182.0,0.044282021870811955
164,19.5,3673.5,7.4,36,0,1703.5,0.6818181818181818,270.4146591136714,185.7106,58.298584,20.09975,39.962482,0.984394,1.039879,84.70405730703078,147.8839248707036,False,False,0.7,274.0,0.019918560479603307
165,17.5,3693.5,7.4,36,0,1705.5,0.5,299.865760601299,102.60016,5.710602,87.09765,20.09975,1.7319007,0.984394,162.73439809010728,65.84484120534165,False,False,0.5,301.0,0.006301329992783483
166,102.5,3712.5,7.4,36,4,1707.5,9.38888888888889,222.22194758846263,247.61987,282.60016,55.154327,87.09765,1.2315401,1.7319007,25.397925458412374,60.378211102943624,False,False,9.3,213.0,0.0512330421581257
167,51.5,3733.5,7.4,36,1,1709.5,3.9444444444444446,203.48033755088144,158.1986,67.61987,21.540659,55.154327,0.96937454,1.2315401,45.28174441123301,135.86046450400644,False,False,3.9,200.0,0.019335208616008022
168,59.5,3753.5,7.4,37,2,1711.5,4.75,302.54313346381053,194.03624,338.1986,20.615528,21.540659,0.97835416,0.96937454,108.5068938397871,35.655474934626966,False,False,4.7,196.0,0.5919062970211696
169,54.5,3773.5,7.4,37,2,1713.5,4.25,219.544574725951,145.00798,14.036255,24.41311,20.615528,0.9539843,0.97835416,74.53659437927132,154.4916801568615,False,False,4.2,214.0,0.030803192921950048
170,68.5,3793.5,7.4,37,2,1715.5,5.65,147.25550743813787,133.72697,325.008,31.827662,24.41311,0.97082895,0.9539843,13.528532950833181,177.75248816733085,True,False,5.7,147.0,0.0014194857674326045
171,91.5,3815.5,7.4,37,4,1718.0,8.166666666666666,297.1883877387874,225.00002,313.727,22.627417,31.827662,0.9615272,0.97082895,72.18837247999835,16.538602007306338,False,True,8.0,65.0,0.7100645125622922
172,75.5,3831.5,6.2,37,3,1719.5,6.388888888888889,68.07419412366822,177.13759,45.0,20.024984,22.627417,0.9691681,0.9615272,109.06339437730833,23.074194123668235,False,True,6.8,55.0,0.07263441179815686
173,76.5,3851.5,7.4,38,3,1721.5,6.5,141.90076171311466,99.31709,357.13757,129.71121,20.024984,2.4626963,0.9691681,42.58366881760685,144.76318847092716,False,False,6.6,136.0,0.03278200951730367
174,204.5,3872.5,7.4,38,11,1723.5,22.066666666666666,42.837965800185536,246.8014,279.31708,53.310413,129.71121,1.2056769,2.4626963,156.03655893983398,123.5208881634668,False,False,22.0,186.0,0.7953446344434136
175,155.5,3893.5,7.4,38,7,1725.5,15.6875,200.80296468836983,252.64595,66.80139,67.052216,53.310413,1.408717,1.2056769,51.842985629012986,134.00157308680733,False,False,15.6,196.0,0.026683137157610146
176,91.5,3913.5,7.4,38,4,1727.5,8.166666666666666,267.7372862511598,254.16762,72.645935,69.641945,67.052216,1.4490904,1.408717,13.569668453308225,164.90864880743396,False,False,8.2,267.0,0.004096034728665485
177,24.5,3932.5,7.4,38,0,1729.5,1.1363636363636365,123.15915167553348,139.8991,74.1676,24.839485,69.641945,0.9530366,1.4490904,16.739941952396208,48.99154913647098,True,False,1.3,150.0,0.149115824024814
178,40.5,3951.5,7.4,39,1,1731.5,2.7222222222222223,117.80440595051027,104.88627,319.8991,81.7435,24.839485,1.6435325,0.9530366,12.918137334787616,157.90529706379152,False,False,2.6,114.0,0.021135588613945957
179,119.5,3972.5,7.4,39,5,1733.5,11.352941176470589,267.7372862511598,255.80144,284.88626,85.61542,81.7435,1.7073202,1.6435325,11.9358488732301,17.148974735168338,False,False,11.4,274.0,0.0347928541602234
180,36.5,3993.5,7.4,39,1,1735.5,2.2777777777777777,93.70805018790591,118.30076,75.80145,44.294468,85.61542,1.0885497,1.7073202,24.592708173910495,17.90659755118716,False,False,2.4,99.0,0.029399721178300493
181,75.5,4014.5,7.4,39,3,1737.5,6.388888888888889,16.064237175069575,190.00798,298.30075,17.262676,44.294468,1.0341253,1.0885497,173.9437431716101,77.76348644264772,False,False,6.3,28.0,0.06630979347183576
182,72.5,4031.5,6.9,39,3,1739.5,6.055555555555555,43.86279751321698,125.537674,10.007996,8.602325,17.262676,1.5711299,1.0341253,81.67487643697837,33.854801907748225,False,False,6.4,26.0,0.09923776396231652
183,79.5,4036.5,4.6,39,3,1740.0,6.833333333333333,234.1117884581129,212.90524,305.53766,20.248457,8.602325,0.9482575,1.5711299,21.206545538191023,71.42587023329335,True,False,6.4,26.0,0.8438233974549285
184,68.5,4053.5,7.4,40,2,1741.5,5.65,187.41610037581185,149.93143,32.905243,21.954498,20.248457,0.9660633,0.9482575,37.484673373858726,154.51085745588998,False,False,5.7,186.0,0.00786722431006584
185,79.5,4072.5,7.4,40,3,1743.5,6.833333333333333,187.41610037581185,94.25885,329.93143,282.78082,21.954498,5.204133,0.9660633,93.1572502781556,142.51532662614125,False,False,7.0,189.0,0.008799442356600826
186,361.5,4093.5,8.2,40,22,1745.5,45.46153846153846,30.97069189478282,266.0761,274.25885,277.65085,282.78082,4.9691696,5.204133,124.89458105493907,116.71184179712657,False,False,45.7,35.0,0.02238504502898435
187,84.5,4112.5,8.4,40,3,1747.5,7.388888888888889,79.29326764078272,108.43495,86.07611,63.245552,277.65085,1.3183794,4.9691696,29.141684141443847,6.782843199061034,False,False,7.5,76.0,0.018295931337681755
188,144.5,4132.5,7.3,40,7,1749.5,14.3125,40.34914014085666,185.7106,288.43494,20.09975,63.245552,0.98301566,1.3183794,145.36146166578396,111.91420361741916,False,False,14.4,112.0,0.3980603325507963
189,142.5,4152.5,8.4,41,7,1751.5,14.0625,40.92555749201691,97.64501,5.710602,150.33629,20.09975,2.7329667,0.98301566,56.71945440983856,35.21495568537628,False,False,14.2,117.0,0.4226357917110172
190,291.5,4172.5,7.1,41,17,1753.5,34.38461538461539,228.09694316833784,250.45363,277.64502,179.33488,150.33629,3.3770669,2.7329667,22.356685371701218,49.548076362912155,False,False,34.8,231.0,0.016128093509234196
191,122.5,4232.5,7.4,41,5,1759.5,11.705882352941176,187.41610037581185,255.52972,70.45361,96.04687,179.33488,1.8819275,3.3770669,68.1136237452819,116.96248709456185,False,False,11.8,189.0,0.008799442356600826
192,29.5,4256.5,7.4,42,0,1761.5,1.5909090909090908,240.9635576260438,182.60257,75.529724,22.022715,96.04687,0.96555656,1.8819275,58.360988045965684,165.43383350495006,False,False,1.6,230.0,0.06090865347802116
193,28.5,4278.5,7.4,42,0,1764.0,1.5,262.3825405261366,153.43495,2.6025696,20.12461,22.022715,0.9840848,0.96555656,108.94758874391005,100.22002905394152,False,False,1.5,256.0,0.03545855847853671
194,37.5,4296.5,7.4,42,1,1765.5,2.388888888888889,294.5110148762758,216.8699,333.43494,25.0,20.12461,0.95275694,0.9840848,77.64111131182267,38.923921647161706,False,False,2.4,297.0,0.013827695131801142
195,22.5,4316.5,7.4,42,0,1767.5,0.9545454545454546,152.61025316316108,180.0,36.869904,22.0,25.0,0.9657241,0.95275694,27.389746836838924,115.74034959870795,True,False,1.1,153.0,0.0021652602046606895
196,22.5,4338.5,7.4,42,0,1769.5,0.9545454545454546,82.99855873785951,114.86369,0.0,45.188496,22.0,1.0993192,0.9657241,31.865134499445162,82.99855873785951,False,False,1.1,255.0,0.9555635625674471
197,63.5,4357.5,7.4,43,2,1771.5,5.15,283.8015234262294,241.50436,294.8637,39.824615,45.188496,1.0384386,1.0993192,42.297159412557505,11.06218506986437,False,False,5.2,284.0,0.0011026476320589987
198,28.5,4376.5,7.4,43,0,1773.5,1.5,179.38398178827703,133.60281,61.504364,29.0,39.824615,0.95725965,1.0384386,45.7811680675739,117.87961777460515,False,False,1.6,179.0,0.00213323215709459
199,49.5,4396.5,7.4,43,1,1775.5,3.7222222222222223,294.5110148762758,230.82634,313.6028,34.828148,29.0,0.99198055,0.95725965,63.68467515459611,19.09179884442733,False,True,3.7,298.0,0.019383250687356697
200,22.5,4418.5,7.4,43,0,1777.5,0.9545454545454546,270.4146591136714,172.5686,50.826355,23.194826,34.828148,0.95846075,0.99198055,97.8460555980464,140.41169586679734,False,False,1.0,268.0,0.013414772853730028
201,25.5,4441.5,7.4,43,0,1780.0,1.2272727272727273,315.92999777636857,212.90524,352.5686,20.248457,23.194826,0.9825719,0.95846075,103.02475485644669,36.638605739256434,False,False,1.1,148.0,0.9329444320909365
202,14.5,4458.5,7.4,44,0,1781.5,0.22727272727272727,254.3504219386018,174.2894,32.905243,20.09975,20.248457,0.984394,0.9825719,80.06102374524244,138.55482098132006,False,False,0.2,187.0,0.3741690107700101
203,16.5,4478.5,7.4,44,0,1783.5,0.4090909090909091,278.4467777012062,174.55966,354.2894,21.095022,20.09975,0.9734168,0.984394,103.88711583597183,75.84262049215317,False,False,0.4,351.0,0.4030734572155211
204,18.5,4499.5,7.4,44,0,1785.5,0.5909090909090909,163.31974461320746,163.30074,354.55966,41.761227,21.095022,1.0593231,0.9734168,0.019009139574649225,168.76008274797312,False,False,0.7,325.0,0.8982236410377363
205,30.5,4539.5,7.4,44,0,1789.5,1.6818181818181819,326.639489226415,153.43495,343.30072,20.12461,41.761227,0.9840848,1.0593231,173.20453744418842,16.66123098842877,False,False,1.5,36.0,0.38533617096436124
206,39.5,4557.5,7.4,45,1,1791.5,2.611111111111111,257.02779480111343,218.6598,333.43494,25.612497,20.12461,0.9520593,0.9840848,38.36798950326187,76.40714172232407,False,False,2.6,259.0,0.010956695549369833
207,23.5,4577.5,7.4,45,0,1793.5,1.0454545454545454,251.67304907609022,142.30576,38.65979,27.802877,25.612497,0.9538456,0.9520593,109.36729346085585,146.98674096297225,False,False,1.1,255.0,0.01848306068838765
208,40.5,4599.5,7.4,45,1,1795.5,2.7222222222222223,42.837965800185536,194.03624,322.30576,20.615528,27.802877,0.97835416,0.9538456,151.1982738238379,80.53221018495117,False,False,2.7,179.0,0.7564557455545248
209,35.5,4619.5,7.4,45,1,1797.5,2.1666666666666665,184.73872751330023,157.75098,14.036255,23.769728,20.615528,0.9560072,0.97835416,26.987750950800233,170.70247263048773,True,False,2.2,11.0,0.9652151528516678
210,44.5,4641.5,7.4,45,1,1800.0,3.166666666666667,257.02779480111343,166.6075,337.75098,21.587032,23.769728,0.9689827,0.9560072,90.42029663216812,80.72318176138657,False,False,2.9,265.0,0.04429002888270317
211,49.5,4662.5,7.4,46,1,1802.0,3.7222222222222223,262.3825405261366,230.71059,346.60748,28.42534,21.587032,0.95542705,0.9689827,31.671953978285046,84.22494238401964,True,False,3.7,259.0,0.01879189181187005
212,27.5,4680.5,7.4,46,0,1803.5,1.4090909090909092,331.9942349514382,195.94539,50.71057,21.84033,28.42534,0.96693563,0.95542705,136.0488461574929,78.71633633762428,False,False,1.5,332.0,3.202804756546761e-05
213,21.5,4701.5,7.4,46,0,1805.5,0.8636363636363636,331.9942349514382,154.65382,15.945374,21.023796,21.84033,0.97411084,0.96693563,177.34041109889915,43.951138583718034,False,False,0.9,338.0,0.0333653613808988
214,30.5,4720.5,7.4,46,0,1807.5,1.6818181818181819,187.41610037581185,163.30074,334.6538,20.880613,21.023796,0.97554696,0.97411084,24.11536490217904,147.23770821793812,True,False,1.7,177.0,0.05786722431006584
215,36.5,4740.5,7.4,46,1,1809.5,2.2777777777777777,163.31974461320746,229.18492,343.30072,29.068884,20.880613,0.95750225,0.97554696,65.86517665144098,179.98097560163626,False,False,2.4,160.0,0.018443025628930344
216,14.5,4759.5,7.4,47,0,1811.5,0.22727272727272727,273.092031976183,141.34018,49.184937,25.612497,29.068884,0.9520593,0.95750225,131.75185253282365,136.09290454725448,False,False,0.3,281.0,0.043933155687872094
217,30.5,4779.5,7.4,47,0,1813.5,1.6818181818181819,240.9635576260438,180.0,321.34018,20.0,25.612497,0.9856542,0.9520593,60.96355762604381,80.3766218173156,False,False,1.8,243.0,0.011313568744201063
218,30.5,4799.5,7.4,47,0,1815.5,1.6818181818181819,235.60881190102063,188.1301,0.0,21.213203,20.0,0.97229505,0.9856542,47.478715465473755,124.39118809897934,False,False,1.7,238.0,0.013284378327663167
219,27.5,4820.5,7.4,47,0,1817.5,1.4090909090909092,136.54601598809145,166.6075,8.130096,21.587032,21.213203,0.9689827,0.97229505,30.061482180853858,128.41591955254458,False,False,1.5,138.0,0.008077688955047475
220,32.5,4841.5,7.4,47,0,1819.5,1.8636363636363635,149.93288030064946,214.38034,346.60748,23.021729,21.587032,0.95932615,0.9689827,64.44746027552242,163.3253973904932,False,False,2.1,152.0,0.011483998329725232
221,19.5,4860.5,7.4,48,0,1821.5,0.6818181818181818,163.31974461320746,188.1301,34.38034,21.213203,23.021729,0.97229505,0.95932615,24.810351822339413,128.9394040370356,True,False,0.8,188.0,0.1371125299266252
222,16.5,4881.5,7.4,48,0,1823.5,0.4090909090909091,123.15915167553348,138.36646,8.130096,24.083189,21.213203,0.95492977,0.97229505,15.20730340259152,115.0290552399866,True,False,0.6,195.0,0.399115824024814
223,32.5,4899.5,7.4,48,0,1825.5,1.8636363636363635,337.34898067646134,177.13759,318.36646,20.024984,24.083189,0.9853357,0.95492977,160.21139217548478,18.982525598336338,False,True,1.9,338.0,0.0036167740196592353
224,33.5,4919.5,7.4,48,0,1827.5,1.9545454545454546,222.22194758846263,180.0,357.13757,21.0,20.024984,0.97434574,0.9853357,42.221947588462626,134.91562565372487,False,False,2.1,1.0,0.7709891800640966
225,33.5,4940.5,7.4,48,0,1829.5,1.9545454545454546,281.12415056371776,216.38435,0.0,23.600847,21.0,0.9566626,0.97434574,64.73979692602245,78.87584943628224,False,False,2.0,282.0,0.004865830201567986
226,19.5,4959.5,7.4,49,0,1831.5,0.6818181818181818,182.06135465078864,177.39743,36.38434,22.022715,23.600847,0.96555656,0.9566626,4.663924230866769,145.6770162718824,True,False,0.7,188.0,0.03299247416228531
227,20.5,4981.5,7.4,49,0,1833.5,0.7727272727272727,99.06279591292912,150.9454,357.39743,20.59126,22.022715,0.97862095,0.96555656,51.88260813980526,101.66536549300724,False,False,0.8,103.0,0.021873356039282674
228,30.5,4999.5,6.2,49,0,1835.5,1.6818181818181819,121.96626447157233,197.65013,330.9454,23.086792,20.59126,0.949749,0.97862095,75.6838667540136,151.02086041883797,False,False,1.5,114.0,0.04425702484206858
229,23.5,5021.5,7.4,49,0,1837.5,1.0454545454545454,48.192711525208736,180.0,17.650146,20.0,23.086792,0.9856542,0.949749,131.80728847479128,30.542565040833722,False,True,1.0,52.0,0.021151602637729323
230,23.5,5041.5,7.4,49,0,1839.5,1.0454545454545454,273.092031976183,181.33223,0.0,43.011627,20.0,1.073499,0.9856542,91.75980236192521,86.90796802381698,False,False,1.1,278.0,0.027266489021205428
231,22.5,5084.5,7.4,50,0,1843.5,0.9545454545454546,326.639489226415,196.69925,1.3322144,20.880613,43.011627,0.97554696,1.073499,129.94023995883686,34.69272512905377,False,False,1.0,144.0,0.9853361709643612
232,16.5,5104.5,7.4,50,0,1845.5,0.4090909090909091,136.54601598809145,159.77515,16.69925,20.248457,20.880613,0.9825719,0.97554696,23.229130496283545,119.84676672051333,False,False,0.4,138.0,0.008077688955047475
233,23.5,5123.5,7.4,50,0,1847.5,1.0454545454545454,99.06279591292912,174.2894,339.77515,20.09975,20.248457,0.984394,0.9825719,75.22660228043026,119.28764942855412,False,False,1.0,97.0,0.011459977294050658
234,25.5,5143.5,7.4,50,0,1849.5,1.2272727272727273,74.96644015032471,90.81651,354.2894,421.04276,20.09975,7.7127457,0.984394,15.850072911198708,80.67704195696535,False,False,1.4,71.0,0.022035778612915162
235,446.5,5149.5,6.2,50,30,1850.0,60.18518518518518,348.88024488379904,268.12213,270.81653,427.22946,421.04276,8.180748,7.7127457,80.75811353614279,78.06371656348654,False,False,1.4,71.0,0.45622086175667204
236,19.5,5163.5,7.4,51,0,1851.5,0.6818181818181818,187.41610037581185,160.01689,88.12213,23.409399,427.22946,0.9574706,8.180748,27.399208896319664,99.2939690281556,True,False,0.7,16.0,0.9523116687545105
237,27.5,5185.5,7.4,51,0,1853.5,1.4090909090909092,257.02779480111343,188.53078,340.0169,20.22375,23.409399,0.98287004,0.9574706,68.49701782357437,82.98911193716782,False,False,1.3,252.0,0.027932193339519056
238,24.5,5205.5,7.4,51,0,1855.5,1.1363636363636365,262.3825405261366,189.46231,8.530762,24.33105,20.22375,0.9542019,0.98287004,72.92022973512098,106.14822119261339,False,False,1.2,260.0,0.013236336256314492
239,20.5,5229.5,7.4,51,0,1857.5,0.7727272727272727,107.0949145004639,180.0,9.462311,38.0,24.33105,1.0201099,0.9542019,72.90508549953609,97.63260370944828,False,False,0.8,114.0,0.0383615861085338
240,20.5,5267.5,7.4,52,0,1861.5,0.7727272727272727,2.6773728625115956,182.86241,0.0,20.024984,38.0,0.9853357,1.0201099,179.81496136348812,2.6773728625115893,False,False,0.8,181.0,0.9906812618749357
241,19.5,5287.5,7.4,52,0,1863.5,0.6818181818181818,307.89787918883377,182.60257,2.8624268,22.022715,20.024984,0.96555656,0.9853357,125.29530960875564,54.96454756897873,False,False,0.7,311.0,0.017234004506479057
242,18.5,5309.5,7.4,52,0,1865.5,0.5909090909090909,163.31974461320746,173.99098,2.6025696,38.209946,22.022715,1.0221461,0.96555656,10.6712374424566,160.71717503312934,False,False,0.6,294.0,0.726001418815514
243,22.5,5347.5,7.4,52,0,1869.5,0.9545454545454546,342.7037264014845,144.46233,353.99097,25.806976,38.209946,0.9519557,1.0221461,161.75859964832017,11.287240395390484,False,False,1.1,344.0,0.007201519991752687
244,37.5,5368.5,7.4,53,1,1871.5,2.388888888888889,246.31830335106702,201.8014,324.46234,21.540659,25.806976,0.96937454,0.9519557,44.51689649071545,78.14403795752673,False,False,2.4,249.0,0.014898314716294356
245,29.5,5388.5,7.4,53,0,1873.5,1.5909090909090908,230.25406617599742,201.8014,21.801392,21.540659,21.540659,0.96937454,0.96937454,28.45265931564586,151.54732542556508,False,False,1.5,225.0,0.029189256533319014
246,21.5,5408.5,7.4,53,0,1875.5,0.8636363636363636,313.25262491385695,171.8699,21.801392,21.213203,21.540659,0.97229505,0.96937454,141.38272134940382,68.54876668770555,False,False,0.9,313.0,0.0014034717436497127
247,24.5,5429.5,7.4,53,0,1877.5,1.1363636363636365,171.35186320074226,195.25511,351.8699,22.803509,21.213203,0.9605042,0.97229505,23.90324849359368,179.48195963628916,True,False,1.3,300.0,0.7147118711069874
248,18.5,5451.5,7.4,53,0,1879.5,0.5909090909090909,222.22194758846263,186.34018,15.255127,18.110771,22.803509,1.0159266,0.9605042,35.88176814510325,153.03317936466237,False,False,1.0,225.0,0.015433624508540965
249,16.5,5469.5,8.4,54,0,1881.5,0.4090909090909091,281.3632077576165,174.55966,6.3401794,21.095022,18.110771,0.9857116,1.0159266,106.80354589238215,84.97697168574285,False,False,0.6,188.0,0.518684487542314
250,18.5,5490.5,7.4,54,0,1883.5,0.5909090909090909,42.837965800185536,180.0,354.55966,20.0,21.095022,0.9856542,0.9857116,137.16203419981446,48.27830393495117,False,False,0.9,191.0,0.8231224122211914
251,18.5,5510.5,7.4,54,0,1885.5,0.5909090909090909,235.60881190102063,143.1301,0.0,25.0,20.0,0.95275694,0.9856542,92.47871546547375,124.39118809897934,False,False,0.6,234.0,0.008937843894559054
252,33.5,5530.5,7.4,54,0,1887.5,1.9545454545454546,152.61025316316108,143.1301,323.1301,25.0,25.0,0.95275694,0.95275694,9.480156727614201,170.5198432723858,True,False,2.0,151.0,0.008945850906450422
